rank,customerID,churn_proba,risk_level,risk_label_cn,strategy,report_time,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,churnReason,churn_reason_summary,ai_retention_plan
11,1324-NLTJE,0.919,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,55.0,757.1,Month-to-month,DSL,Credit card (automatic),Female,在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；流失概率极高，需立即挽留,在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；流失概率极高，需立即挽留,"**挽留方案：**
**核心流失原因分析：**
1. 累计消费金额为757.1元，月消费55元，表明客户对价格敏感。
2. 客户使用月付合同，缺乏长期绑定优惠。
3. 在线安全服务使用频繁，暗示客户对家庭网络安全有一定需求但未匹配到合适的套餐。
**针对性挽留措施：**
1. **定向优惠：** 提供2个月的月付合同免费延长优惠，或一次性减免50元月费，以增强客户对当前套餐的粘性。
2. **套餐升级：** 推荐升级至更高级的套餐，包括增加在线安全服务、扩大网络覆盖范围、提高网速等，满足客户的潜在需求，并提供1个月的试用期。
3. **专属客服：** 设置1次免费的专属客服上门服务，提供一对一的套餐使用咨询和故障排除，增强客户的归属感及信任感。
4. **安全礼包：** 捐赠价值50元的安全防护礼包，包含最新的安全软件和防火墙服务，以弥补客户对家庭网络安全的重视。
5. **积分奖励：** 设立客户积分计划，消费满一定金额后，可兑换相应积分，积分可用于抵扣话费或换取其他服务，同时增加客户对运营商的忠诚度。
**优先级建议：** 按照影响程度从高到低排序，优先采取定向优惠、套餐升级以及专属客服上门服务，以快速响应客户需求并提高客户满意度。"
12,6980-CDGFC,0.917,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,67,20.85,1327.4,One year,No,Bank transfer (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少；流失概率极高，需立即挽留,年付合同即将到期，需重点关注；无网络服务，增值业务少；流失概率极高，需立即挽留,"###客户挽留方案：客户ID98-CIDF
一、核心流失原因分析：
1. 合同类型：一年期合约即将到期，贡献度：5.6%.
4. 累计消费金额：2 月内消费金额相对较低，贡献度：5.4 月.
二、针对性挽留措施：
1. 合同续签优惠（高级）：为客户提供一年期新合约，至续签优惠，，，，如，.，，，.。
4. 消费提升策略：提供为期三个月的的消费提升方案，，，由，，，，，，，。
4. 个性化服务推荐：根据客户实际使用情况推荐适合的服务包级，，，。
三、措施优先级建议：
三、第合作同续签优惠（高优先级）。
4. 消费提升方案（次优先级）。
4. 个性化服务推荐推荐（最低优劣级）。
措施建议：优先考虑该客户合同即将到期及消费水平较低的因素，首先建议提供一年期合约优惠及消费提升方案以挽留该客户。"
13,3415-TAILE,0.9163,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,65.7,134.35,Month-to-month,DSL,Mailed check,Female,月租费用中等偏高(¥66/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差,月租费用中等偏高(¥66/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差,"方案概述：针对客户ID: 3415-TAILE，将从延长合约期限、提升月消费金额、优化支付方式三个方面进行挽留，以降低其流失风险。
核心流失原因分析：
1. 在网时长较短，对服务的黏性较低；
2. 月消费金额较低，对价格的敏感度高；
3. 合同为月付月结，客户自主退出门槛较低。
针对性挽留措施：
1. 提供为期六个月的月付月结合约优惠，月消费金额提高10元至75.7元，以增强其对服务的黏性；
2. 针对客户的在线安全服务进行优化升级，提供额外的安全保障，提升客户对服务的满意度；
3. 改变支付方式，提供多种支付方式供客户选择，以简化支付流程，提高支付的便捷性；
4. 提供一对一的客户咨询与服务，帮助客户解决在使用过程中遇到的问题，提高客户对服务的信任度；
5. 对月消费金额进行优惠，提高客户对电信的消费粘性；
6. 针对客户当前的网络服务类型，提供更高速度的网络服务升级，提升客户对网络的使用体验。
优先级建议：
二、第一优先级：提供为期六个月的月付月结合约优惠，从降低客户流失概率和提高客户月消费金额两个方面进行挽留；
三、第二优先级：优化升级在线安全服务，提高客户对服务的满意度；
三、第三优先级：提供多种支付方式供客户选择，以简化支付流程，提高支付的便捷性；
4. 第四优先级：提供一对一的客户咨询与服务，帮助客户解决在使用过程中遇到的问题，提高客户对服务的信任度。
以上方案旨在通过提升客户对产品和服务的满意度和黏性，降低客户流失风险。"
14,4607-CHPCA,0.9148,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,25,90.4,2178.6,One year,Fiber optic,Electronic check,Male,月租费用偏高(¥90/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,月租费用偏高(¥90/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,"挽留方案：
一、核心流失原因分析
1. 在网时长(月)过：5客户在网长超过2年，，表明对客户对可能对已经对对处于网络服务的的了大部分生命周期，处于可能对价值衰退期。
- 合同类型：One客户签署的一年期合同，处于可能即将到期，客户或可能开始对考虑其他选项。
- � 累计消费金额：客户累计消费金额为985.6元，，表明客户对愿意为网络服务支付较高费用，。
二二针对性挽留措施
- 提供优惠方案：为客户提供一个月的免费续费期，，并鼓励客户继续使用当前服务。
- 优化服务体验：针对客户使用的光纤网络，进行一次免费的服务检查，确保网络稳定速度快。
- � 强化情感联系：通过电话或短信方式与客户进行交流，了解客户的需求和 提供服务的的意见。
- � 提供增值服务：为客户提提供更多增值服务如如，如如例如高清视频流服务、家庭网络服务等等，增加客户满意度。
- - 专业服务人员拜访：指派专业服务人员亲自拜访客户，了解客户需求 and 解决客户问题存在的的问题。
二优先级建议
- 提供优惠方案：优先级为第一优先级。
- 优化服务体验：第二优先级。
- - 强化情感联系：第三优先级。
- - 提菲尔增值服务：第四优先级。
- - 专业服务人员拜访：第五优先级。"
15,7402-PWYJJ,0.9129,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,53,91.15,4862.5,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥91/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,月租费用偏高(¥91/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,"挽留方案：
一、**核心流失原因分析****
1. **在网时长过长（5: 53%，贡献度 5.3%****：客户在网时间较长，对，可能对网络稳定性和速度已达到较高水平，可能客户对对感到满足，不愿更换网络服务。
2. **技术支持服务偏高**：贡献度 5.5%）：客户可能可能对对于技术支持服务期望较高，，，，，可能对对 for服务响应速度以及问题质量感到不满，如，可能考虑更换网络服务。
4. **合同类型：一年**：贡献度 5.5%）：客户为一年期合同客户，，可能可能 for客户取消服务较为容易，，，可能导致客户流失。
**针对性挽留措施：**
三、**延长合约期**：建议合同到期日期，使客户在当前网络服务上停留更长时间。
2. **提升技术支持服务**：优化技术支持服务方案，，如，以提升客户感受，，减少客户因技术支持问题导致的流失可能性。
4. **优惠套餐活动**：提供客户特殊优惠套餐，，，如客户在当前网络服务上的继续使用。
5. **定期回访客户**：定期进行客户回访，，以了解客户使用现状以及优化服务方案。
4. **提供网络速度提升服务**：针对客户对网络服务速度较慢问题情况，，提供相应的服务优化方案。
**优先级建议：**
一、**提高技术支持服务**：处于该客户目前对的主要流失原因在于技术支持服务偏高，，故应优先处理此问题问题，。
4. **延长合约期和优惠套餐活动**：提供长期服务承诺和服务优惠，，对可以提高客户对对网络服务上的满意度。
4. **定期回访和网络Y提升服务**：定期进行客户回访和提供相应的服务优化方案，，作为次要优先级。"
16,2868-MZAGQ,0.9126,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,79.25,79.25,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥79/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,月租费用中等偏高(¥79/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,"挽留方案：
一、核心流失原因分析：
1. 合同类型：Month-to-month，个月合约，使得客户缺乏长期承诺，易因价格变动或不满意而流失。
2. 在网时长较短：只有Z个月，，，，，，，，Z，ZZ
3...ZZ，ZZZZZZZZZZZZZZZZZZZ
二..ZZZZZZZZZZZZZZZZZZZZZZZZ
二.ZZZZZZZZZZZZZZZZZZ
ZZ
客户在网时间较短，未能充分体验网络服务带来的价值Z容易因合同到期而流失Z
二、针对性挽留措施：
1.
Z
Z
Z
Z
Z
Z
Z
Z
1.
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
ZZ
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
ZZ
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z
Z"
17,0702-PGIBZ,0.9112,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,101.7,364.55,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥102/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,月租费用偏高(¥102/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高,"### 挽留方案
#### 核心流失原因分析
1. 1. 合同类型：Month-to-month（贡献度: 60.6%）
2. 在网时长(月)：4（贡献度: 5.0%）
3. 月消费金额：115.7（贡献度: 4.9%）
#### 针对性挽留措施
1. **合同升级****
- **措施内容**：建议该客户签订半年合同，享受优惠套餐，月消费金额从115.7 元降低至 113.5 元，并赠送价值 51.0 元的流量包（100GB）。
- **优先级**：1. 2 2. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1.
2. 1 1. 1 1. 2. **加强安全保障服务**：
- **措施内容**：提供免费的安全服务评估，，   和   1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1.
- **优先级**：1.
1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 3. **增加互动体验**：
- **措施内容**：提供专属客户经理进行一对一服务，定期回访满意度情况，并赠送 11. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1。
- **优先级**：   1. 1 1. 1 1.
4. **优惠套餐推荐**：
- **措施内容**：提供当前热门优惠套餐，例如家庭套餐   1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1 1. 1"
18,1698-XFZCI,0.9103,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,107.75,6521.9,One year,Fiber optic,Electronic check,Male,月租费用偏高(¥108/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,月租费用偏高(¥108/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高,"挽留方案：
一、**核心流失原因分析：**
1. 1. 1网时长过过：客户已使用6 long网时间，，，，，，，长，，，，6月，，，，，长，，，，，表明客户可能对较稳定，，，，，但可能考虑换运营商或网络服务商的可能性。
2.  合同类型：该 client已签订一年期合同，，，，，，，，，，，表明客户尚未到期。
4.  月消费金额：客户月消费为 1 t7.75，较低，可能导致客户对考虑价格更优的的服务。
** **针对性挽留measures：**
三、 **延长合同期限：建议客户目前处于合同中，可以延长合同期限至 2. 1年至，，将可提供更优惠的的套餐或长期合同，以增强客户黏性。
4.  提高月消费金额：建议为增加客户价值，可以提高调整套餐，增加套餐内的包含的更多服务或功能，以吸引客户提高消费。
4.  加客户体验优化：建议客户网络服务类型为光纤，但可能存在网络不稳定的情况。可以进行网络检测，确保网络稳定运行，以提升客户满意度。
4.  提供客户关怀：可以进行定期的回访，了解客户使用情况，及时解决客户在使用过程中可能遇到的问题。
4.  进行行活跃度营销活动：可以进行举办优惠政策或会员专属活动，以增加客户黏性。
** **优先级建议：**
1.  **优先延长合同期限**。因为客户已经使用了 6 个月且处于合同中，延长合同期限可以增加客户继续使用我们服务的概率。
4.  **其次提高客户体验优化**，确保客户网络稳定，提升客户满意度，从而降低流失风险。
4.  **再次提高月消费金额**，通过调整套餐提高客户消费，从而提高客户价值，降低客户流失风险。
4.  **最后进行客户关怀和活跃营销**。通过定期回访了解客户使用情况，及时举办优惠政策以提高客户黏性。"
19,7815-PDTHL,0.9089,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,35,20.2,684.4,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留,"###客户挽留方案：
一、核心流失原因分析：
1. 合同类型：该客户为两周年合约，，，，，D，，,，，，，，，，，，，D，，并，在合同期内内可能面临合同到期DDDD，，，，。
D
的风险。
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
。
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
DDD
D
。
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D.网络服务类型：该客户为普通网络服务D，，，，，DDD，，，，。
DD客户没有D的D，DDD消耗金额DDDDDDD，，。
D在网时长DDDD，DDDDD。
D
D
D
DD
二
DD
二
D
D
D
D
DD
D
D
D
D
D
DD
D
D
D
二
D
二
D
D
D
D
D
D
D
D
D
D
二
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D"
20,7205-BAIAD,0.9087,HIGH,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 13:51:32,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,40,20.6,827.3,Two year,No,Bank transfer (automatic),Female,无网络服务，增值业务少；流失概率极高，需立即挽留,无网络服务，增值业务少；流失概率极高，需立即挽留,"###挽留方案：客户ID7. 7. B (ID 7. 2 5. 7.6)
核心流失原因分析：
1. 合同类型：当前合同为两年期，到期后不久，客户有较大几率选择选择终止服务。
2. 月消费金额：消费金额较低，客户对  7.6可能  eter  4. 5  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4. 4  4."
